SA2 code,SA2 name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
118021350,Malabar - La Perouse - Chifley,20415,20327,20338,20337,20367,20359,20531,20831,21561,21900,22459,22897,23263,23909,24473,25045,25767,26314,26816,26974,26942
118021564,Kensington (NSW),11181,11188,11114,10962,10988,11302,12007,12436,12864,13293,13581,13949,14596,15013,15335,15711,16356,16938,17251,17490,16645
118021565,Kingsford,13642,13731,13700,13542,13501,13613,13789,14070,14345,14757,14985,15115,15668,16021,16262,16427,16942,17166,17067,17226,16127
118021566,Maroubra - North,9152,9027,8954,8933,8977,8962,9211,9452,9654,9777,9883,10039,10155,10252,10380,10458,10550,10595,10707,10795,10741
118021567,Maroubra - South,10624,10688,10668,10639,10664,10747,10877,11088,11219,11376,11487,11448,11429,11411,11382,11350,11389,11365,11363,11425,11290
118021568,Maroubra - West,8239,8221,8263,8509,8894,9030,9207,9604,9949,10186,10233,10365,10471,10519,10653,10817,11014,11149,11302,11369,11193
118021569,Randwick - North,15829,15760,15726,15717,15780,15829,16428,16826,17101,17213,17268,17383,17530,17652,17757,17849,18038,18022,18046,17989,17606
118021570,Randwick - South,11466,11500,11532,11511,11510,11484,11717,12036,12229,12316,12363,12710,13060,13398,13706,13959,14304,14442,14525,14733,14621
119011354,Bass Hill - Georges Hall,19863,19745,19646,19510,19551,19784,20032,20283,20548,20822,21047,21341,21750,22151,22477,22758,23172,23534,23778,23814,23762
119011355,Chullora,0,0,0,0,0,0,0,0,0,0,5,5,5,160,538,942,1254,1451,1629,1804,1837
119011356,Condell Park,9615,9640,9677,9644,9811,10040,10266,10371,10468,10599,10705,10863,11076,11289,11515,11841,12197,12537,12738,12824,12885
119011357,Greenacre - Mount Lewis,23280,23302,23375,23392,23488,23890,24213,24507,24915,25316,25662,25926,26262,26587,26916,27293,27640,27954,28249,28422,28296
119011358,Padstow,15265,15217,15211,15157,15153,15173,15444,15754,16017,16130,16281,16388,16566,16740,16926,17105,17333,17487,17664,17725,17698
119011359,Panania - Milperra - Picnic Point,24007,23799,23642,23508,23599,23641,23848,24184,24541,24749,25074,25355,25683,26000,26360,26658,27099,27495,27930,28283,28405
119011360,Revesby,13712,13796,13795,13834,13959,14135,14497,14762,15058,15302,15516,15815,16100,16399,16628,16832,17120,17355,17642,17830,17876
119011361,Yagoona - Birrong,17770,17836,17896,17765,17834,18119,18420,18740,19034,19324,19787,20089,20454,20849,21259,21611,21974,22366,22670,23006,22984
119011571,Bankstown - North,12417,13030,13423,13605,13803,14131,14733,15328,15790,16031,16249,16380,16567,16712,16859,17068,17365,17550,17669,17732,17446
119011572,Bankstown - South,12608,12608,12819,13139,13393,13721,14483,15088,15496,15815,16279,16314,16412,16503,16594,16658,16883,16911,16862,17105,17147
119021362,Belmore - Belfield,18757,18594,18346,18176,18164,18280,18616,19030,19212,19419,19649,19693,19746,19819,19856,19907,20076,20224,20260,20305,20047
119021363,Canterbury (South) - Campsie,26159,26062,25976,25850,25916,26137,26703,27363,27767,28119,28254,28922,29601,30314,31057,31951,32923,33560,33964,34205,33815
119021364,Kingsgrove (North) - Earlwood,23537,23275,22954,22729,22743,22829,23033,23307,23537,23772,23961,24186,24448,24684,24863,25050,25277,25453,25615,25848,25807
119021366,Punchbowl,18618,18545,18411,18456,18587,18818,19068,19477,19747,19904,20139,20421,20821,21240,21555,21825,22110,22237,22531,22540,22316
119021367,Roselands,12438,12354,12251,12226,12353,12514,12729,13028,13248,13476,13601,13792,13998,14179,14340,14486,14595,14673,14953,15066,15055
119021573,Lakemba,15171,15105,14937,14819,14821,14907,15176,15707,16229,16450,16511,16882,17228,17482,17742,17883,18174,18225,18268,18110,17661
119021574,Wiley Park,8926,8898,8914,8903,9034,9168,9434,9803,10087,10256,10313,10402,10505,10594,10673,10681,10896,11039,11117,11029,10738
119031368,Hurstville,16990,17463,17920,18151,18514,18873,19306,19941,20526,20970,21329,21968,22613,23231,23973,24773,25738,26283,26670,26961,26743
119031369,Mortdale - Penshurst,21511,21500,21538,21583,21633,21697,22056,22474,22792,23044,23292,23575,23956,24248,24525,24761,25204,25396,25520,25400,25106
119031370,Narwee - Beverly Hills,11882,11915,11866,11863,11948,12016,12254,12474,12701,13047,13374,13650,13877,14044,14178,14297,14566,14702,14790,14803,14625
119031371,Oatley - Hurstville Grove,11944,11755,11703,11815,11857,11852,11936,12137,12358,12522,12594,12705,12800,12894,12970,13026,13236,13290,13299,13225,13066
119031372,Peakhurst - Lugarno,17256,17198,17225,17242,17302,17345,17488,17608,17833,18117,18218,18253,18356,18441,18489,18586,19125,19387,19375,19548,19597
119031373,Riverwood,9355,9335,9250,9220,9290,9359,9402,9490,9604,9726,9907,10142,10417,10774,11219,11668,11972,12391,12620,12765,12735
119031374,South Hurstville - Blakehurst,21160,21402,21442,21763,22000,22218,22605,23013,23477,23702,23870,24188,24484,24765,24963,25136,25380,25685,26051,26277,26173
119041375,Arncliffe - Bardwell Valley,12821,12942,13731,13844,13989,14370,14612,14823,15015,15139,15654,16859,18116,19443,21064,22843,24882,26166,27716,28510,28915
119041376,Bexley,24225,24223,24259,24406,24656,24790,25236,25842,26559,26762,26629,26938,27217,27422,27656,27916,28293,28434,28506,28395,27920
119041377,Kingsgrove (South) - Bardwell Park,12120,12057,12015,12009,12077,12085,12216,12455,12608,12740,12722,12820,12958,13145,13217,13299,13483,13559,13673,13751,13653
119041378,Kogarah,7883,8183,8394,8758,9090,9309,9495,9684,9896,10012,10177,10524,10891,11227,11556,11860,12223,12502,12690,13001,13157
119041379,Kogarah Bay - Carlton - Allawah,14275,14286,14302,14334,14427,14577,14799,15099,15309,15566,15637,15909,16229,16480,16641,16807,17046,17135,17229,17248,16991
119041380,Monterey - Brighton-le-Sands - Kyeemagh,13317,13212,13115,13083,13075,12985,13106,13527,13753,13941,13909,14079,14309,14519,14708,14883,15110,15240,15397,15448,15259
119041381,Rockdale - Banksia,15904,16110,16516,16876,17080,17474,18321,19081,19562,19738,19617,19953,20256,20550,20788,21121,21728,22118,22310,22507,22304
119041382,Sans Souci - Ramsgate,14651,14575,14529,14569,14663,14642,14770,15207,15527,15730,15730,16007,16184,16384,16643,16778,17037,17174,17327,17398,17387
120011383,Concord - Mortlake - Cabarita,15472,15938,16579,17263,17545,18032,18495,18975,19814,20347,20585,20969,21554,22040,22405,22760,23160,23685,24026,24238,24220
120011384,Concord West - North Strathfield,11275,11319,11299,11733,12504,13063,13770,14893,16240,17426,19025,20515,22163,24094,25092,26209,26998,27141,27248,27282,26907
120011385,Drummoyne - Rodd Point,17021,17065,16983,16831,16797,16904,17186,17484,17945,18132,18517,18693,18881,19041,19166,19313,19456,19488,19698,19874,19779
120011386,Five Dock - Abbotsford,17462,17673,18117,18394,18848,19047,19343,19494,19778,20059,20234,20540,20827,21033,21241,21456,21679,21860,22221,22371,22323
120021387,Balmain,14708,14688,14766,14800,14794,14888,15060,15252,15446,15604,15743,15886,16073,16257,16408,16629,16882,17182,17324,17392,17176
120021388,Leichhardt - Annandale,23640,23544,23616,23591,23527,23588,24024,24647,25190,25595,25992,26300,26664,27000,27288,27588,28096,28349,28859,29051,28869
120021389,Lilyfield - Rozelle,11798,12031,12279,12468,12593,12767,13011,13234,13479,13770,13907,14031,14200,14349,14528,14670,14930,15161,15295,15315,15065
120031390,Ashfield,21498,21743,21937,22032,22246,22584,23014,23133,23493,23694,24079,24344,24724,24949,25204,25596,26157,26363,26701,26858,26554
120031391,Burwood - Croydon,19243,19509,19761,20083,20318,20752,21176,21458,21729,21808,22226,22979,23867,24764,25260,25806,26570,27049,27829,28280,28308
120031392,Canterbury (North) - Ashbury,9919,9801,9652,9545,9488,9520,9540,9620,9793,9890,9910,10118,10275,10465,10667,10970,11429,11652,11845,11942,11933
120031393,Croydon Park - Enfield,16460,16381,16362,16418,16476,16529,16811,17033,17115,17116,17150,17365,17617,17778,17875,18000,18087,18239,18291,18206,18019
120031394,Dulwich Hill - Lewisham,16161,15879,15702,15614,15585,15559,15753,16049,16301,16554,16788,16884,17005,17171,17374,17600,17896,18433,18821,18934,18801
120031395,Haberfield - Summer Hill,13664,13489,13434,13405,13355,13378,13634,13727,13818,13867,13966,13968,14001,14048,14047,14041,14164,14306,14505,14549,14477
120031396,Homebush,7372,7630,8401,9034,9373,10242,11339,12119,12827,13097,13251,13685,14335,15477,16198,17066,17887,18590,19605,20223,20509
120031575,Strathfield,20921,21287,21467,21907,22579,22708,22953,23293,23903,24156,24101,24570,25021,25418,25836,26294,27008,27484,28049,28184,27609
120031576,Strathfield South,3113,3108,3121,3146,3194,3207,3237,3314,3373,3400,3404,3464,3529,3591,3667,3743,3832,3906,3943,3916,3858
121011398,Chatswood (East) - Artarmon,20523,21509,22296,22868,23559,24153,24719,24889,25206,25395,25656,26296,27020,27750,28845,30009,30967,31233,31731,31716,30655
121011399,Chatswood (West) - Lane Cove North,17451,17517,17431,17555,17641,17724,17987,18300,18605,18915,19218,19460,19662,20155,20981,21842,22648,22909,23211,23273,22854
121011400,Lane Cove - Greenwich,24603,24493,24491,24425,24368,24327,24452,24501,24786,25117,25419,25699,25962,26505,27176,27938,28668,29037,29519,29789,29699
121011401,St Leonards - Naremburn,7001,7566,8095,8422,8630,8849,9128,9308,9396,9607,9807,9994,10184,10426,10780,11128,11507,11784,11963,12260,12286
121011402,Willoughby - Castle Cove - Northbridge,23885,23993,23797,23884,24043,24102,24393,24520,25001,25347,25685,25888,26116,26306,26483,26672,26847,27011,27168,27218,26943
121021403,Asquith - Mount Colah,18135,17985,17891,17859,17782,17776,17784,18002,18237,18410,18461,18492,18515,18623,18730,18856,19086,19630,20033,20542,20798
121021404,Berowra - Brooklyn - Cowan,11707,11575,11548,11518,11429,11367,11348,11468,11650,11781,11828,11869,11929,11977,11990,12011,12059,12081,12083,12077,11953
121021406,Normanhurst - Thornleigh - Westleigh,17568,17801,18196,18306,18327,18351,18313,18355,18447,18572,18750,18812,18897,18974,19059,19119,19168,19174,19227,19258,19144
121021577,Hornsby - East,8886,9253,9409,9571,9853,9993,10468,10839,10955,11140,11243,11409,11603,11765,11985,12271,12577,12824,12993,13001,12613
121021578,Hornsby - West,9619,9654,9704,9725,9822,9814,10016,10200,10288,10381,10492,10607,10732,10853,10955,11082,11233,11316,11418,11346,11165
121021579,Waitara - Wahroonga (West),5847,7036,7458,7636,7782,7949,8311,8656,8881,9005,9060,9091,9185,9330,9520,9899,10340,10673,10827,10845,10609
121031407,Gordon - Killara,18403,18330,18228,18048,17836,17691,17629,17900,18337,18984,19662,20319,20979,21515,21899,22147,22650,23099,23247,23351,23063
121031408,Lindfield - Roseville,20938,20951,20957,20893,20801,20752,20893,21297,21590,21887,22165,22512,22872,23218,23674,24076,24603,25210,25577,25689,25456
121031409,Pymble,15601,15530,15454,15355,15195,15117,15272,15645,16062,16307,16460,16566,16688,16795,16902,17013,17212,17313,17663,17730,17555
121031410,St Ives,18171,18267,18225,18090,17940,17816,18053,18584,19068,19453,19715,19917,20216,20507,20875,21193,21655,21849,21973,22041,21842
121031411,Turramurra,17826,17770,17756,17743,17628,17600,17783,18030,18273,18483,18777,19091,19416,19712,19808,19938,20068,20275,20419,20616,20576
121031412,Wahroonga (East) - Warrawee,16331,16242,16219,16013,15775,15773,16195,16769,17388,17827,18123,18222,18309,18396,18463,18436,18608,18549,18521,18498,18335
121041413,Cremorne - Cammeray,17184,17231,17384,17470,17647,17815,17938,18123,18676,19021,19283,19449,19628,19797,19961,20129,20423,20616,20766,20793,20479
121041414,Crows Nest - Waverton,16226,16145,16180,16404,16491,16494,16790,17078,17405,17621,17754,17999,18237,18565,18882,19086,19364,19527,19734,19668,19265
121041415,Mosman,27680,27644,27680,27737,27538,27570,27900,28422,28761,29131,29351,29481,29641,29846,30045,30260,30588,30852,30960,30783,30122
121041416,Neutral Bay - Kirribilli,16671,16682,16644,16685,16852,16977,17171,17355,17585,17795,17996,18159,18406,18649,18870,19112,19330,19437,19471,19310,18793
121041417,North Sydney - Lavender Bay,8043,8192,8372,8546,8706,9050,9250,9534,9814,9984,10249,10475,10711,10944,11160,11369,11764,12172,12550,12795,12700
122011418,Balgowlah - Clontarf - Seaforth,18445,18434,18394,18403,18396,18637,19037,19091,19557,19958,20309,20514,20674,20821,20966,21140,21337,21504,21588,21613,21454
122011419,Manly - Fairlight,19983,20098,20181,20243,20231,20389,20738,20761,21381,21941,22509,22675,22992,23174,23403,23655,24119,24178,24417,24524,24057
122021420,Avalon - Palm Beach,13047,13088,12998,12821,12746,12767,12699,12724,12776,12873,13002,12995,13004,13010,12990,12978,13009,13033,13059,13063,13004
122021421,Bayview - Elanora Heights,10768,10620,10531,10459,10355,10385,10395,10441,10565,10735,10841,10901,10973,11040,11096,11157,11234,11309,11365,11365,11327
122021422,Newport - Bilgola,12881,12846,12752,12669,12603,12643,12711,12781,13307,13519,13698,13735,13792,13843,13881,13916,13936,13948,13960,13916,13767
122021423,Warriewood - Mona Vale,19349,19523,19556,19661,20239,20457,20875,21191,22024,22450,22914,23264,23733,24105,24690,25253,25651,25895,26168,26367,26340
122031424,Beacon Hill - Narraweena,12970,12959,12936,12950,13023,13071,13146,13275,13425,13561,13653,13788,13942,14108,14282,14472,14680,14820,14996,15056,14981
122031425,Cromer,7340,7338,7289,7257,7247,7262,7349,7416,7451,7486,7525,7568,7622,7675,7732,7791,7889,7969,8019,8059,8075
122031426,Dee Why - North Curl Curl,19782,20181,20390,20552,20896,21155,22107,22852,23317,23782,24127,24511,24934,25474,25859,26260,26777,27165,27726,27923,27788
122031427,Forestville - Killarney Heights,12098,12014,12000,12023,12084,12148,12363,12449,12600,12739,12868,12942,13031,13107,13179,13253,13342,13432,13524,13418,13194
122031428,Frenchs Forest - Belrose,24173,24058,24064,24174,24355,24583,24638,24805,25093,25308,25406,25539,25699,25846,25989,26107,26280,26356,26438,26451,26337
122031429,Freshwater - Brookvale,18072,18155,18225,18196,18331,18533,18989,19434,19819,20159,20530,20812,21139,21431,21832,22169,22600,23047,23436,23452,23235
122031430,Manly Vale - Allambie Heights,15266,15196,15117,15114,15149,15293,15588,15884,16137,16462,16677,16849,17038,17241,17460,17688,17944,18132,18266,18373,18342
122031431,Narrabeen - Collaroy,21853,21889,22029,22174,22345,22530,22723,23019,23352,23583,23938,24306,24711,25097,25467,25843,26264,26425,26558,26575,26453
122031432,Terrey Hills - Duffys Forest,3789,3771,3746,3742,3741,3747,3726,3719,3696,3694,3699,3716,3736,3751,3767,3786,3808,3814,3889,3868,3830
123011433,Camden - Ellis Lane,10550,10589,10655,10710,10841,10899,11209,11566,11858,12221,12531,12758,13004,13179,13209,13273,13407,13428,13433,13360,13284
123011434,Elderslie - Harrington Park,9946,10597,11256,11748,12590,13082,13998,14611,15311,15906,16619,17228,17905,18739,20071,21538,22780,24045,24996,25534,26046
123011435,Mount Annan - Currans Hill,19027,20224,20792,20932,21190,21416,21956,22733,23541,24112,24634,25273,26019,27337,28516,29329,30500,31850,33281,34542,35656
123021436,Bradbury - Wedderburn,19619,19633,19568,19507,19511,19568,19649,19776,19841,19827,19795,19697,19505,19427,19450,19523,19679,19856,20030,20135,20106
123021437,Campbelltown - Woodbine,12558,12869,13192,13532,13841,14092,14575,15043,15448,15720,16241,16606,17121,17620,18113,18741,19499,20297,20884,21688,22321
123021438,Claymore - Eagle Vale - Raby,22755,22573,22442,22146,21904,21538,21619,21712,21801,21829,21780,21552,21290,21108,20998,20924,20929,20991,21044,20926,20651
123021439,Holsworthy Military Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,Ingleburn - Denham Court,16315,16341,16353,16342,16320,16287,16481,16644,17054,17167,17262,17695,18320,18979,19759,20715,21834,23049,24584,26842,29101
123021441,Leumeah - Minto Heights,16598,16436,16199,15876,15759,15743,15773,15847,16111,16271,16518,16560,16631,16696,16748,16962,17083,17091,17092,17233,17156
123021442,Macquarie Fields - Glenfield,21596,21394,21225,20921,20776,20589,20574,20830,21382,21558,21691,22089,22853,23322,23761,24274,24602,24884,25077,25068,24807
123021443,Minto - St Andrews,19748,19842,19713,19532,19420,19088,18961,18826,18649,18409,18197,18487,18818,19328,19888,20502,21183,21823,22256,22235,22067
123021444,Rosemeadow - Glen Alpine,21390,21294,21153,20954,20847,20833,20907,20974,20995,20971,20937,21012,21089,21144,21255,21362,21364,21426,21434,21471,21272
123031445,Bargo,4975,5076,5159,5217,5244,5271,5303,5357,5445,5517,5564,5573,5639,5690,5776,5834,5884,5959,6021,6035,6024
123031446,Douglas Park - Appin,6188,6235,6335,6431,6506,6621,6734,6857,7002,7162,7331,7728,8174,8671,9236,9927,10420,10897,11191,11404,11556
123031447,Picton - Tahmoor - Buxton,14113,14227,14457,14587,14729,14867,14988,15236,15439,15565,15818,16045,16181,16504,16812,17216,17519,17814,18126,18557,19007
123031448,The Oaks - Oakdale,7821,7891,8022,8130,8223,8321,8438,8568,8677,8753,8833,8953,9100,9140,9225,9314,9491,9678,9785,9841,9892
124011449,Blackheath - Megalong Valley,5285,5378,5409,5381,5398,5383,5401,5497,5547,5576,5638,5672,5698,5728,5725,5745,5742,5796,5825,5845,5813
124011450,Blaxland - Warrimoo - Lapstone,19307,19247,19165,19028,18834,18715,18757,18928,19073,19072,19110,19126,19221,19292,19378,19448,19493,19519,19519,19558,19410
124011451,Blue Mountains - North,27,27,27,27,27,27,27,27,27,27,27,24,21,19,16,13,13,13,13,13,13
124011452,Katoomba - Leura,13154,13220,13182,13014,12886,12748,12946,13205,13357,13414,13451,13449,13490,13641,13668,13563,13690,13858,13897,13984,13928
124011453,Lawson - Hazelbrook - Linden,10903,10963,10983,10874,10843,10856,10989,11166,11327,11337,11380,11437,11495,11532,11519,11514,11546,11566,11549,11533,11505
124011454,Springwood - Winmalee,22021,22128,22236,22145,22047,21929,21942,22171,22374,22471,22531,22428,22363,22242,22181,22144,22133,22070,21932,21902,21760
124011455,Wentworth Falls,5688,5750,5794,5793,5783,5788,5891,5996,6097,6128,6165,6168,6198,6196,6188,6195,6218,6249,6259,6260,6203
124021456,Blue Mountains - South,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4
124031457,Cambridge Park,16628,16356,16117,15866,15703,15563,15482,15559,15675,15649,15578,15637,15719,15782,15880,16025,16077,16104,16073,16047,15919
124031458,Castlereagh - Cranebrook,16893,17064,17136,17019,17024,17093,17301,17589,17815,17903,17986,19031,20215,21359,22953,24364,25621,27147,28701,29886,30951
124031459,Emu Plains - Leonay,14466,14364,14218,14082,14012,13977,13975,14043,14175,14277,14337,14379,14479,14530,14534,14572,14558,14539,14460,14420,14353
124031460,Glenmore Park - Regentville,18115,18994,19481,19699,20072,20361,20580,21115,21335,21452,21575,21600,21632,21675,21710,21742,21804,21791,21816,21760,21610
124031461,Jamisontown - South Penrith,17524,17289,17032,16842,16760,16714,16732,16922,17128,17312,17438,17468,17523,17601,17675,17738,17734,17705,17758,17890,17895
124031462,Kingswood - Werrington,15599,15711,15688,15580,15625,15583,15925,16362,16704,17002,17697,17972,18249,18743,19389,20044,20772,21668,22713,23556,24344
124031463,Mulgoa - Luddenham - Orchard Hills,5948,6087,6174,6181,6242,6334,6384,6464,6523,6569,6653,7251,7969,8593,9257,9839,10332,11017,11496,11933,12354
124031464,Penrith,11813,11820,11764,11594,11607,11653,11792,11984,12101,12128,12232,12418,12695,13026,13317,13784,14293,14603,15104,15553,16367
124031465,Warragamba - Silverdale,4801,4827,4918,4969,5072,5115,5137,5186,5202,5189,5206,5243,5301,5351,5391,5337,5438,5493,5631,5764,5921
124041466,Richmond - Clarendon,13660,13635,13578,13482,13366,13296,13476,13697,13774,13820,13875,13946,14070,14103,14138,14204,14264,14414,14520,14721,14961
124041467,Windsor - Bligh Park,16105,15949,15885,15746,15594,15482,15621,15828,15874,15940,15978,15926,15896,15858,15797,15743,15704,15617,15505,15492,15395
124041468,Yarramundi - Londonderry,5963,6166,6260,6336,6447,6588,6614,6724,6903,7022,7090,7186,7289,7398,7506,7606,7756,7762,7739,7764,7737
124051469,Erskine Park,7307,7237,7159,7106,7085,7081,7006,7054,7145,7042,6896,6847,6820,6780,6732,6669,6652,6648,6591,6574,6498
124051470,St Clair,21498,21264,21087,20803,20700,20600,20604,20604,20598,20561,20532,20507,20519,20523,20528,20548,20546,20522,20562,20508,20394
124051580,Colyton - Oxley Park,10874,10819,10804,10731,10694,10664,10788,11021,11155,11191,11320,11450,11602,11707,11803,11927,12086,12269,12455,12739,12989
124051581,St Marys - North St Marys,13398,13461,13477,13486,13651,13662,14045,14353,14647,14870,15160,15385,15649,15895,16203,16497,16782,17056,17291,17439,17541
125011473,Homebush Bay - Silverwater,4607,5750,6600,7482,8624,9512,10387,10861,11327,11611,11865,12983,14625,15837,17402,19576,21201,22999,24674,26163,27301
125011475,Rookwood Cemetery,6,6,6,6,6,6,6,6,7,7,7,6,5,5,4,3,3,3,3,3,3
125011582,Auburn - Central,12623,12848,13602,14182,14572,14994,15297,15914,16330,16490,16526,16790,17131,17458,17782,18124,18676,19023,19559,19482,18841
125011583,Auburn - North,8421,8679,8847,9001,9274,9539,9787,10124,10349,10497,10517,10807,11109,11405,11685,11981,12447,12769,13084,12943,12350
125011584,Auburn - South,6605,6622,6558,6600,6664,6749,6942,7166,7509,7801,7991,8157,8332,8493,8653,8827,9068,9225,9340,9291,9042
125011585,Berala,7933,7953,7794,7867,8069,8036,8160,8349,8574,8798,8880,8928,8982,9034,9138,9280,9483,9581,9618,9537,9293
125011586,Lidcombe,14331,14394,14233,14388,14775,14981,15497,15930,16467,17072,17583,18230,18845,19467,20178,20904,21778,22490,23047,23264,23115
125011587,Regents Park,4484,4489,4453,4488,4631,4701,4875,4988,5075,5090,5133,5152,5173,5197,5213,5241,5291,5351,5365,5314,5192
125021476,Carlingford,24011,23946,23961,23921,24019,24060,24276,24634,25059,25366,25783,26095,26416,26910,27676,28394,29442,30347,31178,31495,31336
125021477,Ermington - Rydalmere,17943,17808,17717,17853,17982,17981,18640,19031,19426,19757,19881,20278,20716,21195,21618,22036,22923,23464,23852,24265,24612
125021478,Oatlands - Dundas Valley,15268,15136,15070,15184,15277,15248,15268,15491,15826,16095,16494,16888,17313,17619,17992,18454,18814,19219,19533,19516,19252
125031479,Chester Hill - Sefton,15789,15794,15788,15769,15903,16179,16406,16604,16911,17170,17302,17630,17984,18283,18706,19196,19721,20168,20584,20945,21147
125031480,Fairfield - East,13096,13121,13116,13048,13159,13247,13443,13707,14090,14455,14907,15189,15430,15636,15821,16049,16314,16477,16666,16532,16236
125031481,Granville - Clyde,16509,16296,16214,16261,16363,16669,17173,17942,18364,18819,19294,19810,20360,20843,21331,21841,22316,22733,23003,23062,22892
125031482,Greystanes - Pemulwuy,21478,21206,20956,20866,21176,21522,21914,22585,23235,23927,24509,25258,25995,26517,26894,27290,27756,28094,28394,28558,28548
125031483,Guildford - South Granville,16371,16221,16283,16454,16775,17168,17469,18043,18392,18789,19144,19706,20396,21053,21558,22073,22633,23166,23692,23933,23833
125031484,Guildford West - Merrylands West,17550,17570,17678,17684,17862,18029,18576,18946,19233,19558,19822,20096,20442,20812,21173,21525,21989,22305,22722,22860,22688
125031485,Merrylands - Holroyd,23011,23219,23366,23688,24082,24531,25240,25880,26440,26873,27208,27584,28066,28539,29130,29739,30535,31231,31800,32241,32268
125031486,Smithfield Industrial,8,8,8,8,8,8,11,14,17,20,23,20,18,16,14,11,11,11,11,11,11
125031487,Yennora Industrial,7,7,7,7,7,7,9,10,12,13,15,15,14,15,14,14,14,14,14,14,14
125041489,North Parramatta,17050,17235,17406,17618,17934,18424,19031,19737,20352,20869,21234,21607,22042,22446,22678,23072,23822,24398,24912,24922,24303
125041490,North Rocks,8022,7875,7791,7796,7824,7802,7783,7808,7926,8027,8016,8028,8061,8091,8121,8179,8255,8289,8396,8476,8510
125041491,Northmead,13306,13511,13628,13767,14094,14488,15168,15823,16642,17589,18141,18679,19332,20106,20622,21105,22006,22306,22494,22339,21621
125041492,Parramatta - Rosehill,16784,17698,18426,18986,19214,19734,20270,21277,22442,23150,24139,25030,26415,28207,29617,30480,32580,33730,34348,34716,33697
125041493,Toongabbie - Constitution Hill,19164,18955,19087,19243,19392,19737,20084,20319,20934,21366,21532,21701,21896,22087,22335,22570,22898,23102,23304,23324,23145
125041494,Winston Hills,10725,10458,10327,10337,10312,10317,10309,10386,10591,10727,10774,10819,10896,10958,10997,11044,11142,11229,11326,11384,11391
125041588,Pendle Hill - Girraween,9729,9832,9955,10065,10229,10491,10926,11320,11473,11786,12023,12246,12611,12845,13018,13289,13670,13881,14059,14165,13993
125041589,Wentworthville - Westmead,12688,12887,13037,13071,13280,13522,13857,14352,14695,14906,15143,15347,15579,15764,15967,16180,16698,17252,18167,18352,18126
126011495,Epping - North Epping,23009,22772,22774,23008,23149,23371,23669,23979,24268,24475,24688,25213,25857,26474,27312,28126,29090,30470,31690,32237,32213
126011496,Pennant Hills - Cheltenham,19293,19267,19252,19359,19352,19334,19365,19490,19832,20071,20261,20388,20528,20726,20946,21175,21488,21787,22013,22089,21968
126021497,Eastwood - Denistone,22243,22238,22211,22236,22299,22480,22910,23297,23655,23828,24317,24878,25278,25600,25894,26201,26644,26992,27436,27622,27299
126021498,Gladesville - Huntleys Point,13148,13253,13291,13433,13433,13472,13723,13917,14035,14109,14122,14250,14430,14625,14803,15001,15227,15533,15787,15855,15868
126021499,Hunters Hill - Woolwich,10280,10269,10279,10271,10242,10219,10258,10277,10304,10308,10306,10429,10566,10681,10765,10855,10927,10979,10994,10975,10911
126021500,Macquarie Park - Marsfield,17534,17710,17812,17857,17940,18068,18428,18762,19072,19376,19601,20224,20867,21439,22052,22689,23286,23806,24511,25187,25010
126021501,North Ryde - East Ryde,12055,11987,12008,12032,12035,12065,12113,12202,12325,12515,12517,12566,12600,12643,12688,12758,12965,13174,14150,14410,14470
126021503,West Ryde - Meadowbank,14993,15082,15237,15359,15578,15798,16455,16982,17097,17338,17977,18334,18636,19084,19645,20262,20891,21265,21773,22020,21832
126021590,Putney,4085,4052,4061,4066,4106,4132,4178,4237,4263,4295,4351,4335,4323,4306,4289,4272,4270,4254,4246,4231,4169
126021591,Ryde,20872,20892,20875,20843,20958,21110,21553,22052,22400,23014,23210,24156,25160,26083,27199,28309,29739,31000,32182,32859,33026
127011504,Ashcroft - Busby - Miller,16934,16746,16577,16500,16360,16243,16264,16354,16632,16920,17167,17299,17452,17622,17769,17919,18117,18266,18399,18323,18185
127011505,Austral - Greendale,8956,9137,9088,8919,8929,8982,8845,8890,8961,9095,9299,9297,9301,9299,9258,9210,9170,9113,9129,9951,11403
127011506,Cobbitty - Leppington,6218,6313,6344,6285,6278,6270,6207,6209,6248,6369,6625,7847,9220,11496,14433,18363,22455,26871,32146,37034,42386
127011592,Badgerys Creek,255,269,268,257,260,261,265,273,281,289,298,254,208,163,113,62,62,62,62,62,62
127011593,Cecil Hills,6034,6299,6576,6726,6867,7039,7164,7181,7201,7209,7203,7216,7237,7250,7262,7268,7297,7299,7294,7229,7192
127011594,Green Valley,11874,11998,12023,12144,12185,12307,12399,12552,12717,12832,12973,12972,12985,12991,12989,12993,13061,13142,13165,13102,12993
127011595,Hinchinbrook,9140,9396,9378,9473,9503,9597,9590,9714,9938,9960,9982,10282,10602,11131,12015,12735,13207,13479,13715,13798,13727
127011596,Hoxton Park - Carnes Hill - Horningsea Park,7249,7655,7899,8130,8297,8548,8665,8894,8968,9157,9330,9641,10134,10750,11395,12009,12565,12986,13301,13569,13684
127011597,West Hoxton - Middleton Grange,5101,6083,6771,7288,7753,8283,8855,9233,9792,10175,10781,11667,12549,13677,14747,15810,16673,17116,17446,17587,17769
